player_name,foot_enc,match_time,score_diff,is_shootout,home_away,pressure_index,zone_target,source
Benjamin Moukandjo Bilé,1,64,0,0,1,4.27,BR,real
Hatem Ben Arfa,0,99,0,0,1,6.6,BL,real
Mohamed Larbi,1,67,-1,0,0,4.47,TR,real
Jodie Taylor,1,37,-1,0,0,2.47,BL,real
Marta Vieira da Silva,0,30,1,0,0,2,MR,real
Lynn Raenie Williams,1,51,-2,0,1,2.04,MR,real
Yuki Nagasato,1,55,1,0,1,3.67,BL,real
Megan Anna Rapinoe,1,53,3,0,1,1.06,TL,real
Carli Anne Hollins,1,54,-3,0,1,1.08,ML,real
Alexandra Morgan Carrasco,0,64,-1,0,1,4.27,TR,real
Riyad Mahrez,0,66,0,0,0,4.4,MR,real
Troy Deeney,1,99,-2,0,1,3.96,BL,real
Riyad Mahrez,0,56,0,0,0,3.73,BR,real
Glenn Murray,1,59,0,0,1,3.93,MR,real
Jonjo Shelvey,1,54,0,0,1,3.6,BR,real
Gylfi Þór Sigurðsson,1,81,0,0,1,5.4,MC,real
Rickie Lambert,1,55,0,0,0,3.67,BR,real
Jamie Vardy,1,86,0,0,1,5.73,TR,real
Oscar dos Santos Emboaba Júnior,1,7,-1,0,1,0.47,BR,real
Marko ArnautoviāE1,1,70,0,0,1,4.67,MC,real
Yohan Cabaye,1,103,1,0,1,6.87,TL,real
James Philip Milner,1,82,0,0,0,5.47,TC,real
Yohan Cabaye,1,74,0,0,0,4.93,TR,real
Harry Kane,1,33,0,0,0,2.2,MC,real
Olivier Giroud,0,9,-2,0,1,0.36,BR,real
Wilfried Guemiand Bony,1,57,-1,0,0,3.8,TR,real
Troy Deeney,1,73,-3,0,1,1.46,TL,real
Adam Johnson,0,58,3,0,0,1.16,BR,real
Gnégnéri Yaya Touré,1,51,-1,0,1,3.4,BL,real
Aleksandar Kolarov,0,57,1,0,0,3.8,BR,real
Connor Wickham,1,58,-1,0,1,3.87,BC,real
Bojan Krkíc Pérez,1,52,-1,0,0,3.47,ML,real
Riyad Mahrez,0,47,0,0,0,3.13,BL,real
Riyad Mahrez,0,91,0,0,1,6.07,BR,real
Scott Sinclair,1,27,1,0,0,1.8,BL,real
Charlie Daniels,0,88,2,0,0,3.52,TR,real
Jordan Ayew,1,69,1,0,0,4.6,TC,real
Marko ArnautoviāE1,1,64,-1,0,1,4.27,BL,real
Riyad Mahrez,0,87,1,0,0,5.8,BR,real
Yohan Cabaye,1,44,-1,0,0,2.93,TL,real
Bojan Krkíc Pérez,1,43,2,0,1,1.72,MR,real
Harry Kane,1,111,0,0,1,7.4,BR,real
Troy Deeney,1,109,0,0,0,7.27,MR,real
Troy Deeney,1,100,-1,0,0,6.67,BR,real
Oscar dos Santos Emboaba Júnior,1,102,-3,0,0,2.04,TC,real
Jamie Vardy,1,56,-1,0,0,3.73,ML,real
Juan Manuel Mata García,0,64,2,0,1,2.56,MC,real
Santiago Cazorla González,1,84,1,0,0,5.6,BR,real
Jamie Vardy,1,74,2,0,1,2.96,TC,real
Troy Deeney,1,63,-1,0,1,4.2,BL,real
Dušan TadiāE0,0,40,0,0,0,2.67,BR,real
Ander Herrera Agüera,1,57,-1,0,0,3.8,TL,real
Mark Noble,1,47,0,0,0,3.13,ML,real
Callum Wilson,1,49,0,0,1,3.27,BR,real
James Morrison,1,53,-1,0,1,3.53,BC,real
Sadio Mané,1,81,0,0,0,5.4,ML,real
Francesc Fàbregas i Soler,1,23,-1,0,0,1.53,MR,real
Ryan Bertrand,0,74,0,0,1,4.93,TL,real
Charlie Daniels,0,26,0,0,0,1.73,BR,real
Harry Kane,1,65,-1,0,0,4.33,BL,real
Jamie Vardy,1,81,2,0,0,3.24,BL,real
Jamie Vardy,1,53,0,0,1,3.53,TC,real
Sergio Leonel Agüero del Castillo,1,14,1,0,1,0.93,BR,real
Gylfi Þór Sigurðsson,1,42,0,0,0,2.8,ML,real
Alexandre Rodrigues da Silva,1,55,1,0,0,3.67,TL,real
Mark Noble,1,100,1,0,0,6.67,BR,real
Mark Noble,1,63,1,0,1,4.2,MC,real
Troy Deeney,1,22,0,0,0,1.47,BC,real
Wayne Mark Rooney,1,87,-1,0,0,5.8,BR,real
Aleksandar MitroviāE1,1,73,-2,0,0,2.92,BR,real
Sergio Leonel Agüero del Castillo,1,35,0,0,1,2.33,BL,real
Leighton Baines,0,84,-2,0,0,3.36,MC,real
Romelu Lukaku Menama,0,57,-1,0,1,3.8,BC,real
Jermain Defoe,1,84,-2,0,1,3.36,BR,real
Harry Kane,1,49,0,0,1,3.27,MR,real
Saido Berahino,1,17,-1,0,0,1.13,BL,real
Saido Berahino,1,34,0,0,0,2.27,BR,real
Gylfi Þór Sigurðsson,1,11,1,0,0,0.73,TL,real
James Ward-Prowse,1,56,1,0,0,3.73,BL,real
Yohan Cabaye,1,69,0,0,1,4.6,MR,real
Fabio Borini,1,48,0,0,0,3.2,BL,real
Christian Benteke Liolo,1,84,0,0,0,5.6,BR,real
Craig Gardner,1,85,0,0,1,5.67,ML,real
Andy Carroll,0,110,0,0,0,7.33,BR,real
José Leonardo Ulloa,1,34,-1,0,0,2.27,MR,real
Francesc Fàbregas i Soler,1,3,3,0,1,0.06,BL,real
Aleksandar MitroviāE1,1,70,-2,0,1,2.8,BR,real
Sergio Leonel Agüero del Castillo,1,59,1,0,1,3.93,BR,real
Riyad Mahrez,0,50,0,0,0,3.33,ML,real
Ross Barkley,1,73,-1,0,1,4.87,BL,real
Ross Barkley,1,70,1,0,1,4.67,TC,real
Jamie Vardy,1,80,-2,0,0,3.2,MR,real
Romelu Lukaku Menama,0,73,1,0,0,4.87,ML,real
Sergio Leonel Agüero del Castillo,1,113,0,0,1,7.53,ML,real
Troy Deeney,1,51,-1,0,0,3.4,BR,real
Harry Kane,1,94,-2,0,0,3.76,BR,real
Marko ArnautoviāE1,1,51,1,0,1,3.4,TC,real
Sergio Leonel Agüero del Castillo,1,81,-1,0,1,5.4,BL,real
Georginio Wijnaldum,1,53,1,0,0,3.53,BR,real
Wes Hoolahan,0,88,1,0,1,5.87,MC,real
Bafétimbi Gomis,1,50,0,0,1,3.33,BR,real
Thierry Henry,1,78,-1,0,1,5.2,BL,real
Thierry Henry,1,103,1,0,0,6.87,MR,real
Thierry Henry,1,89,2,0,0,3.56,BC,real
Ruud van Nistelrooy,1,65,-2,0,1,2.6,TL,real
Thierry Henry,1,48,0,0,0,3.2,BC,real
Robbie Keane,1,85,-1,0,1,5.67,MR,real
Thierry Henry,1,54,0,0,1,3.6,BL,real
Thierry Henry,1,69,1,0,0,4.6,MC,real
Thierry Henry,1,91,0,0,1,6.07,BR,real
Massimo Maccarone,1,5,0,0,1,0.33,TL,real
Paolo Di Canio,1,16,0,0,1,1.07,MC,real
Gianpaolo Bellini,1,90,-1,0,1,6,ML,real
Antonio Candreva,1,79,-1,0,1,5.27,BR,real
M''Baye Babacar Niang,1,104,1,0,1,6.93,TC,real
Eder Citadin Martins,1,48,0,0,1,3.2,BR,real
Lorenzo Insigne,1,82,0,0,1,5.47,BL,real
Antonio Candreva,1,53,1,0,0,3.53,BL,real
Alberto Paloschi,1,22,-2,0,0,0.88,ML,real
Josip IličiāE0,0,79,-1,0,0,5.27,MR,real
Germán Gustavo Denis,1,33,-1,0,1,2.2,TC,real
Diego Perotti,1,17,3,0,0,0.34,BR,real
Carlos Arturo Bacca Ahumada,1,73,1,0,1,4.87,ML,real
Antonio Candreva,1,98,0,0,0,6.53,BL,real
Nikola KaliniāE1,1,58,-3,0,0,1.16,BR,real
Paulo Bruno Exequiel Dybala,0,65,-1,0,0,4.33,ML,real
Andrea Belotti,1,51,0,0,1,3.4,BR,real
Francesco Totti,1,101,0,0,1,6.73,BL,real
Franco Damián Vázquez,0,90,2,0,1,3.6,MR,real
Marco Borriello,0,56,1,0,1,3.73,BL,real
Valter Birsa,0,59,0,0,0,3.93,BL,real
Mauricio Ricardo Pinilla Ferreira,1,68,1,0,1,4.53,ML,real
Gonzalo Gerardo Higuaín,1,76,3,0,0,1.52,MR,real
Alessio Cerci,0,68,0,0,0,4.53,MC,real
Alessio Cerci,0,68,0,0,1,4.53,TR,real
Jonathan de Guzmán,1,104,2,0,1,4.16,BR,real
Ciro Immobile,1,72,-1,0,0,4.8,TR,real
Lucas Rodrigo Biglia,1,1,1,0,1,0.07,ML,real
Maximiliano Gastón López,1,84,-2,0,0,3.36,BR,real
Luca Toni,1,15,0,0,1,1,BL,real
Sergio Pellissier,1,63,1,0,1,4.2,BR,real
Ciro Immobile,1,83,0,0,1,5.53,BL,real
Valter Birsa,0,100,0,0,1,6.67,BL,real
Daniel Ciofani,1,81,0,0,1,5.4,BL,real
Antonio Candreva,1,89,-1,0,0,5.93,BL,real
Valter Birsa,0,20,-1,0,1,1.33,BL,real
Mauricio Ricardo Pinilla Ferreira,1,25,-1,0,0,1.67,BL,real
Antonio Candreva,1,87,0,0,0,5.8,BL,real
Miroslav Klose,1,81,0,0,1,5.4,TR,real
Simone Verdi,1,29,-1,0,1,1.93,BR,real
Antonio Di Natale,1,12,1,0,0,0.8,BL,real
Paulo Bruno Exequiel Dybala,0,102,0,0,0,6.8,BL,real
Luca Toni,1,57,0,0,1,3.8,MC,real
Paulo Bruno Exequiel Dybala,0,28,0,0,0,1.87,BL,real
Jerry Uche Mbakogu,1,80,-1,0,0,5.33,MR,real
Jerry Uche Mbakogu,1,113,1,0,0,7.53,BR,real
Carlos Arturo Bacca Ahumada,1,79,0,0,0,5.27,ML,real
Antonio Candreva,1,29,-3,0,1,0.58,TL,real
Mario Barwuah Balotelli,1,59,2,0,1,2.36,BL,real
Jérémy Ménez,1,76,1,0,1,5.07,BL,real
Giampaolo Pazzini,1,35,1,0,0,2.33,BR,real
Sergio Pellissier,1,57,1,0,1,3.8,ML,real
Domenico Berardi,0,115,2,0,1,4.6,BR,real
Manolo Gabbiadini,0,69,0,0,0,4.6,BL,real
Andrea Belotti,1,81,0,0,0,5.4,BL,real
Lorenzo Insigne,1,54,0,0,0,3.6,BL,real
Luiz Adriano de Souza da Silva,1,61,-1,0,1,4.07,MR,real
Bruno Miguel Borges Fernandes,1,81,-1,0,1,5.4,BR,real
Bruno Miguel Borges Fernandes,1,66,-1,0,0,4.4,BL,real
Mauro Emanuel Icardi Rivero,1,89,0,0,0,5.93,MR,real
Andrea Belotti,1,24,1,0,0,1.6,BL,real
Andrea Belotti,1,37,1,0,1,2.47,BL,real
Josip IličiāE0,0,70,0,0,0,0.67,MR,real
Domenico Berardi,0,46,-1,0,0,3.07,MC,real
Simone Verdi,1,78,0,0,0,5.2,BR,real
Álvaro Borja Morata Martín,1,82,0,0,1,5.47,MR,real
Massimo Maccarone,1,33,2,0,0,1.32,BR,real
Alessio Cerci,0,3,1,0,1,0.2,TL,real
Antonio Di Natale,1,87,2,0,1,3.48,MR,real
Gonzalo Gerardo Higuaín,1,5,1,0,1,0.33,BL,real
Federico Dionisi,1,53,2,0,0,2.12,BR,real
M''Baye Babacar Niang,1,90,0,0,0,6,MR,real
Riccardo Saponara,1,63,-2,0,0,2.52,BC,real
Domenico Berardi,0,61,-2,0,1,2.44,TC,real
Mauro Emanuel Icardi Rivero,1,39,0,0,1,2.6,MR,real
Mattia Destro,1,91,-1,0,1,6.07,BL,real
Matteo Mancosu,1,61,-1,0,1,4.07,ML,real
Germán Gustavo Denis,1,74,2,0,1,2.96,BR,real
Antonio Candreva,1,22,-1,0,0,1.47,ML,real
Paulo Bruno Exequiel Dybala,1,102,2,0,1,4.08,BL,real
Giampaolo Pazzini,1,75,1,0,1,5,TR,real
Jerry Uche Mbakogu,1,67,0,0,0,4.47,BL,real
Ciro Immobile,1,49,0,0,1,3.27,BL,real
Diego Falcinelli,0,90,0,0,0,6,ML,real
Domenico Berardi,0,116,0,0,0,7.73,BR,real
Mattia Destro,1,55,-1,0,0,3.67,BC,real
Gonzalo Gerardo Higuaín,1,28,2,0,0,1.12,MC,real
Fabio Quagliarella,1,50,0,0,0,3.33,BL,real
Marek Hamšík,1,72,-1,0,0,4.8,TR,real
Marek Hamšík,1,28,1,0,1,1.87,TL,real
Antonio Candreva,1,64,0,0,0,4.27,BL,real
Alberto Paloschi,1,73,0,0,0,4.87,MR,real
Luca Toni,1,106,0,0,1,7.07,TC,real
Josip IličiāE0,0,32,-1,0,0,2.13,TL,real
Alberto Paloschi,1,85,0,0,0,5.67,ML,real
Maximiliano Gastón López,1,50,-1,0,0,3.33,BL,real
Daniel Ciofani,1,58,-1,0,1,3.87,ML,real
Miralem PjaniāE1,1,69,-1,0,0,4.6,BL,real
Edin Džeko,1,81,0,0,1,5.4,BL,real
Mattia Destro,1,73,0,0,0,4.87,MR,real
Josip IličiāE0,0,97,0,0,0,6.47,BR,real
Edin Džeko,1,108,-1,0,1,7.2,BC,real
Khouma El Hadji Babacar,1,12,-1,0,1,0.8,MC,real
Paul Pogba,1,95,0,0,0,6.33,ML,real
Giampaolo Pazzini,1,9,-1,0,0,0.6,TL,real
Domenico Berardi,0,2,0,0,1,0.13,TR,real
Luca Cigarini,1,39,2,0,0,1.56,ML,real
Josip IličiāE0,0,63,0,0,0,4.2,BL,real
Paulo Bruno Exequiel Dybala,0,73,2,0,1,2.92,BL,real
Maximiliano Gastón López,1,90,-2,0,0,3.6,MR,real
Lucas Rodrigo Biglia,1,67,-2,0,1,2.68,TC,real
Josip IličiāE0,0,85,1,0,1,5.67,TR,real
Ryder Matos Santos,1,81,1,0,1,5.4,BR,real
Paul Pogba,1,59,1,0,0,3.93,BL,real
Nicola Sansone,1,57,-2,0,0,2.28,MR,real
Maximiliano Nicol Moralez,1,80,1,0,0,5.33,BR,real
Luca Toni,1,11,0,0,0,0.73,TC,real
Paulo Bruno Exequiel Dybala,0,26,0,0,1,1.73,TR,real
Eder Citadin Martins,1,55,-1,0,1,3.67,BL,real
Stevan JovetiāE1,1,61,3,0,1,1.22,BR,real
Eder Citadin Martins,1,56,-2,0,1,2.24,BC,real
Andrea Lazzari,0,21,1,0,1,1.4,BL,real
Josip IličiāE0,0,8,0,0,0,0.53,BR,real
Harry Kane,1,73,1,0,0,4.87,BL,real
Ousmane Dembélé,1,19,1,0,0,1.27,BR,real
Cristiano Ronaldo dos Santos Aveiro,1,59,1,0,1,3.93,BL,real
Youssouf Fofana,1,75,-1,0,0,5,BC,real
Bernardo Mota Veiga de Carvalho e Silva,0,91,-3,0,1,1.82,TR,real
Jules Koundé,1,88,0,0,0,5.87,TL,real
João Félix Sequeira,1,83,0,0,1,5.53,BL,real
Bradley Barcola,1,88,-1,0,1,5.87,ML,real
Nuno Mendes,0,47,-1,0,0,3.13,TR,real
Theo Bernard François Hernández,0,109,0,0,0,7.27,TL,real
Cole Palmer,0,106,-2,0,0,4.24,ML,real
Manuel Obafemi Akanji,1,66,-2,0,0,2.64,BR,real
Jude Bellingham,1,55,2,0,0,2.2,BR,real
Fabian Lukas Schär,1,4,0,0,1,0.27,BR,real
Bukayo Saka,0,87,3,0,0,1.74,BR,real
Xherdan Shaqiri,0,8,2,0,0,0.32,MR,real
Ivan Toney,1,7,-1,0,1,0.47,BL,real
Mohamed Zeki Amdouni,1,78,1,0,1,5.2,BC,real
Trent Alexander-Arnold,1,38,0,0,0,2.53,ML,real
Cristiano Ronaldo dos Santos Aveiro,1,60,0,0,1,4,MR,real
Josip IličiāE0,0,71,-2,0,0,2.84,MR,real
Cristiano Ronaldo dos Santos Aveiro,1,73,-1,0,0,4.87,BL,real
Jure Balkovec,0,68,-2,0,0,2.72,ML,real
Bruno Miguel Borges Fernandes,1,26,0,0,0,1.73,BL,real
Benjamin VerbiāE1,1,42,3,0,0,0.84,ML,real
Bernardo Mota Veiga de Carvalho e Silva,0,113,0,0,1,7.53,MR,real
Kai Havertz,0,101,1,0,0,6.73,BR,real
Georges Mikautadze,1,67,3,0,0,1.34,MR,real
Marko ArnautoviāE1,1,48,0,0,0,3.2,BR,real
Georges Mikautadze,1,20,-2,0,0,0.8,BR,real
Kylian Mbappé Lottin,1,116,1,0,0,7.73,BR,real
Robert Lewandowski,1,66,0,0,1,4.4,BL,real
Răzvan Gabriel Marin,1,61,-3,0,1,1.22,TL,real
Luka ModriāE1,1,82,0,0,1,5.74,BR,real
Bruno PetkoviāE1,1,84,2,0,0,3.36,ML,real
Kai Havertz,0,10,-1,0,1,0.67,ML,real
Sergio Busquets i Burgos,1,79,0,0,1,5.27,BL,real
Mario GavranoviāE1,1,28,-1,0,1,1.87,ML,real
Daniel Olmo Carvajal,1,42,-2,0,0,1.68,TL,real
Fabian Lukas Schär,1,24,-2,0,1,0.96,BL,real
Rodrigo Hernández Cascante,1,47,1,0,0,3.13,BR,real
Manuel Obafemi Akanji,1,83,1,0,1,5.53,BL,real
Gerard Moreno Balaguero,0,1,-1,0,0,0.07,TR,real
Ruben Vargas,1,14,-1,0,1,0.93,TC,real
Mikel Oyarzabal Ugarte,0,63,-1,0,0,4.2,BR,real
Artem Dzyuba,1,42,-3,0,1,0.84,MC,real
Manuel Locatelli,1,64,0,0,0,4.27,BL,real
Daniel Olmo Carvajal,1,24,0,0,1,1.6,TL,real
Andrea Belotti,1,88,0,0,0,5.87,BL,real
Gerard Moreno Balaguero,0,85,0,0,1,5.67,MR,real
Leonardo Bonucci,1,48,0,0,1,3.2,BR,real
Thiago Alcântara do Nascimento,1,62,-2,0,0,2.48,BL,real
Federico Bernardeschi,0,79,-1,0,0,5.27,TR,real
Álvaro Borja Morata Martín,1,70,2,0,1,2.8,BR,real
Jorge Luiz Frello Filho,1,57,1,0,0,3.8,BR,real
Emil Peter Forsberg,1,43,2,0,0,1.72,MR,real
Cristiano Ronaldo dos Santos Aveiro,1,69,2,0,1,2.76,ML,real
Karim Benzema,1,23,0,0,0,1.53,ML,real
Cristiano Ronaldo dos Santos Aveiro,1,1,2,0,0,0.04,BL,real
Gareth Frank Bale,0,84,0,0,0,5.6,TL,real
Gerard Moreno Balaguero,0,56,-3,0,0,1.12,BL,real
Patrik Schick,0,40,-2,0,0,1.6,BL,real
Domenico Berardi,0,35,-1,0,0,2.33,BL,real
Harry Kane,1,79,-2,0,0,3.16,ML,real
Andrea Belotti,1,33,0,0,0,2.2,BR,real
Harry Maguire,1,79,1,0,0,5.27,TR,real
Leonardo Bonucci,1,85,1,0,0,5.67,ML,real
Marcus Rashford,1,44,0,0,0,2.93,BL,real
Federico Bernardeschi,0,59,-1,0,1,3.93,BC,real
Jadon Sancho,1,9,1,0,0,0.6,BR,real
Jorge Luiz Frello Filho,1,55,0,0,1,3.67,BL,real
Bukayo Saka,0,41,-3,0,1,0.82,MR,real
Ezgjan Alioski,0,70,-1,0,1,4.67,BR,real
Ruslan Malinovskiy,0,69,0,0,1,4.6,BL,real
Romelu Lukaku Menama,0,64,-1,0,0,4.27,BC,real
Harry Kane,1,81,1,0,1,5.4,BR,real
Ricardo Iván Rodríguez Araya,0,11,1,0,0,0.73,BL,real
Mario GavranoviāE1,1,81,0,0,1,5.4,TL,real
Paul Pogba,1,57,-1,0,0,3.8,TL,real
Fabian Lukas Schär,1,81,1,0,0,5.4,MR,real
Olivier Giroud,0,56,0,0,0,3.73,MR,real
Manuel Obafemi Akanji,1,44,-1,0,0,2.93,BL,real
Marcus Thuram,1,64,0,0,0,4.27,ML,real
Ruben Vargas,1,103,0,0,1,6.87,BL,real
Presnel Kimpembe,0,47,0,0,0,3.13,TR,real
Admir Mehmedi,1,9,-1,0,1,0.6,BR,real
Kylian Mbappé Lottin,1,61,0,0,0,4.07,ML,real
Memphis Depay,1,89,-2,0,1,3.56,BL,real
Cristiano Ronaldo dos Santos Aveiro,1,25,-1,0,0,1.67,MR,real
Pierre-Emile Højbjerg,1,113,-1,0,0,7.53,BR,real
Álvaro Borja Morata Martín,1,36,2,0,0,1.44,ML,real
Diego Armando Maradona,0,65,-1,0,1,4.33,ML,real
Diego Armando Maradona,0,77,0,0,1,5.13,BR,real
Bethany Mead,1,4,0,0,0,0.27,MC,real
Patricia Guijarro Gutiérrez,1,50,1,0,0,3.33,MC,real
Alex Greenwood,0,4,0,0,1,0.27,BC,real
María Francesca Caldentey Oliver,1,74,2,0,1,2.96,MC,real
Niamh Charles,1,62,-1,0,0,4.13,BC,real
Aitana Bonmati Conca,1,39,-1,0,0,2.6,ML,real
Leah Williamson,1,3,0,0,0,0.2,MC,real
Salma Paralluelo Ayingono,0,79,0,0,1,5.27,BR,real
Chloe Kelly,1,87,1,0,1,5.8,ML,real
Chloe Kelly,1,69,1,0,0,4.6,BL,real
Onema Grace Geyoro,1,50,0,0,0,3.33,MC,real
Sjoeke Nüsken,1,67,3,0,0,1.34,ML,real
Janina Minge,1,51,0,0,1,3.4,MR,real
Amel Majri,0,28,-1,0,0,1.87,MC,real
Linda Dallmann,1,43,0,0,0,2.87,TR,real
Sakina Karchaoui,0,66,-2,0,0,2.64,BR,real
Rebecca Knaak,0,48,1,0,0,3.2,BL,real
Melvine Malard,1,74,-1,0,1,4.93,ML,real
Sara Däbritz,0,59,0,0,0,3.93,TR,real
Sandy Baltimore,0,55,0,0,0,3.67,ML,real
Ann-Katrin Berger,1,46,-2,0,1,1.84,MR,real
Oriane Jean-François,1,28,-2,0,0,1.12,BL,real
Klara Bühl,1,85,0,0,0,5.67,TR,real
Melween Ndongala,1,83,-2,0,1,3.32,ML,real
Sjoeke Nüsken,1,82,0,0,1,5.47,MR,real
Alice Sombath,1,22,0,0,0,1.47,MR,real
María Francesca Caldentey Oliver,1,48,-1,0,0,3.2,BL,real
Alexia Putellas Segura,0,61,-1,0,1,4.07,MC,real
Alessia Russo,1,19,1,0,0,1.27,ML,real
Ingrid Filippa Angeldal,1,89,2,0,1,3.56,MC,real
Lauren James,1,72,-1,0,1,4.8,ML,real
Julia Zigiotti-Olme,1,94,2,0,0,3.76,TL,real
Bethany Mead,1,51,0,0,1,3.4,ML,real
Magdalena Lilly Eriksson,0,52,0,0,0,3.47,BR,real
Alex Greenwood,0,57,1,0,1,3.8,MC,real
Gun Nathalie Björn,1,89,1,0,0,5.93,MR,real
Chloe Kelly,1,29,1,0,0,1.93,MR,real
Jennifer Miley Falk,1,53,0,0,1,3.53,TL,real
Grace Clinton,1,86,0,0,1,5.73,BL,real
Eva Sofia Jakobsson,1,76,0,0,0,5.07,ML,real
Lucy Bronze,1,87,-1,0,1,5.8,TC,real
Smilla Holmberg,1,83,0,0,0,5.53,TL,real
Ada Stolsmo Hegerberg,1,60,-2,0,0,2.4,BR,real
Georgia Stanway,1,26,-1,0,0,1.73,BL,real
Sakina Karchaoui,0,83,-2,0,0,3.32,BR,real
Fridolina Rolfö,0,53,-1,0,1,3.53,BL,real
Natalia Kuikka,1,59,0,0,1,3.93,BC,real
Glódís Perla Viggósdóttir,1,55,0,0,1,3.67,TL,real
Kadidiatou Diani,1,51,0,0,0,3.4,BC,real
Sjoeke Nüsken,1,50,-2,0,1,2,BL,real
Ada Stolsmo Hegerberg,1,54,0,0,0,3.6,BL,real
Caroline Graham Hansen,1,23,0,0,1,1.53,ML,real
Eve Perisset,1,93,1,0,1,6.2,ML,real
Dagný Brynjarsdóttir,1,51,0,0,1,3.4,TL,real
Carole da Silva Costa,1,63,0,0,1,4.2,BR,real
Georgia Stanway,1,49,0,0,0,3.27,TL,real
Berglind Björg Þorvaldsdóttir,1,48,2,0,1,1.92,BL,real
Justine Vanhaevermaet,1,90,1,0,1,6,MR,real
Kosovare Asllani,1,7,0,0,0,0.47,BR,real
Wendie Renard,1,30,0,0,1,2,BR,real
María Francesca Caldentey Oliver,1,34,-3,0,0,0.68,TR,real
Jennifer Hermoso Fuentes,0,49,2,0,0,1.96,BR,real
Fridolina Rolfö,0,114,0,0,1,7.6,BR,real
Christine Margaret Sinclair,1,49,-1,0,1,3.27,BR,real
Selma Bacha,0,47,3,0,0,0.94,MC,real
Caitlin Jade Foord,1,51,1,0,1,3.4,BL,real
Kadidiatou Diani,1,116,-2,0,1,4.64,BL,real
Stephanie-Elise Catley,0,69,-2,0,0,2.76,ML,real
Wendie Renard,1,32,-3,0,0,0.64,ML,real
Samantha May Kerr,1,83,0,0,0,5.53,BC,real
Eugénie Le Sommer,1,119,-2,0,1,4.76,BR,real
Mary Boio Fowler,1,79,2,0,0,3.16,BL,real
Eve Perisset,1,72,2,0,1,2.88,BL,real
Mackenzie Arnold,1,100,0,0,1,6.67,MR,real
Onema Grace Geyoro,1,49,0,0,1,3.27,BL,real
Katrina Gorry,1,80,-1,0,0,5.33,BL,real
Sakina Karchaoui,0,47,-2,0,0,1.88,TC,real
Tameka Yallop,1,74,1,0,1,4.93,BR,real
Maëlle Lakrar,1,64,-1,0,1,4.27,MC,real
Ellie Madison Carpenter,1,85,-2,0,0,3.4,BL,real
Kenza Dali,1,59,0,0,1,3.93,BR,real
Clare Hunt,1,4,-3,0,1,0.08,MC,real
Vicki Becho,1,74,0,0,1,4.93,BL,real
Cortnee Brooke Vine,1,65,1,0,0,4.33,BR,real
Andi Sullivan,1,69,1,0,1,4.6,BL,real
Fridolina Rolfö,0,88,0,0,1,5.87,BR,real
Lindsey Michelle Horan,1,78,1,0,1,5.2,ML,real
Elin Ingrid Johanna Rubensson,1,91,0,0,0,6.07,ML,real
Kristie Mewis,0,120,1,0,1,8,TL,real
Gun Nathalie Björn,1,64,0,0,0,4.27,TL,real
Megan Anna Rapinoe,1,66,-1,0,1,4.4,TR,real
Rebecka Blomqvist,1,77,2,0,0,3.08,MR,real
Sophia Olivia Smith,1,61,-1,0,0,4.07,TR,real
Hanna Ulrika Bennison,1,53,-3,0,0,1.06,TL,real
Alyssa Michele Naeher,1,32,-1,0,0,2.13,TC,real
Magdalena Lilly Eriksson,0,67,0,0,0,4.47,TR,real
Kelley Maureen O'Hara,1,49,0,0,0,3.27,MR,real
Lina Mona Andréa Hurtig,1,53,0,0,1,3.53,MC,real
María Francesca Caldentey Oliver,1,64,1,0,0,4.27,BL,real
Ingrid Filippa Angeldal,1,81,-1,0,1,5.4,BL,real
Riko Ueki,1,81,0,0,0,5.4,TC,real
Georgia Stanway,1,33,0,0,1,2.2,ML,real
Ugochi Desire Oparanozie,1,57,1,0,0,3.8,ML,real
Bethany England,1,64,-1,0,1,4.27,TC,real
Michelle Alozie,0,52,-1,0,0,3.47,TC,real
Rachel Daly,1,9,0,0,0,0.6,TL,real
Rasheedat Busayo Ajibade,1,79,0,0,1,5.27,MR,real
Alex Greenwood,0,39,1,0,1,2.6,MR,real
Christy Onyenaturuchi Ucheibe,1,109,0,0,0,7.27,TR,real
Chloe Kelly,1,57,1,0,1,3.8,TL,real
Barbra Banda,1,24,0,0,0,1.6,BL,real
Shuang Wang,0,81,-2,0,0,3.24,BL,real
Stephanie-Elise Catley,0,98,-1,0,0,6.53,TL,real
Ramona Bachmann,1,83,-2,0,1,3.32,ML,real
Georgia Stanway,1,113,0,0,0,7.53,BL,real
Alexandra Morgan Carrasco,0,77,0,0,0,5.13,BL,real
Jennifer Hermoso Fuentes,0,60,0,0,0,4,ML,real
Ria Percival,1,88,0,0,1,5.87,TR,real
Ghizlane Chebbak,1,22,0,0,0,1.47,MR,real
Arianna Caruso,1,76,0,0,1,5.07,BL,real
Elin Ingrid Johanna Rubensson,1,75,0,0,1,5,ML,real
Kadidiatou Diani,1,33,0,0,1,2.2,BL,real
Kadidiatou Diani,1,23,0,0,1,1.53,BL,real
Yomira Tibisay Pinzón Ríos,1,84,0,0,0,5.6,ML,real
Shuang Wang,0,85,0,0,0,5.67,BC,real
Pernille Mosegaard Harder,1,49,0,0,1,3.27,BL,real
Stephanie-Elise Catley,0,25,0,0,0,1.67,ML,real
Guro Reiten,0,85,0,0,0,5.67,BL,real
Alexandra Popp,0,15,0,0,0,1,BC,real
María Catalina Usme Pineda,0,80,-1,0,1,5.33,BL,real
